user_id,name,email,phone,shipping_address,signup_ts,is_active
438,Tracy Dickson,tapiadesiree@example.org,UNKNOWN_PHONE,"9382 Ann Way Apt. 535, North Lisatown, ND 53974",2025-04-16,True
439,Andrew Johnson,madams@example.com,665.480.7080,"61338 Smith Way, Saraport, ND 09508",2024-02-01,True
440,Michelle Hayes,emilyerickson@example.com,001-488-231-877,"287 Rhonda Port Suite 751, Lake Cynthiaton, IN 70893",2024-02-14,True
441,Andrew Harmon,ntrujillo@example.net,255.616.7841x50,"86878 Judith Pike, South Randall, CT 22622",2023-10-15,True
442,Daniel Church,bellkristie@example.net,(836)500-2420,"8635 Jones Point Suite 408, North Andrewtown, TN 44339",2023-11-28,False
443,Dr. Matthew Erickson,bhill@example.org,732.365.1960x55,"61636 Michael Plain, Gonzalesside, PW 50372",2026-02-17,True
444,Joshua Snow,andrewherrera@example.net,(527)738-6408,"139 Potts Creek, Lake Kimberlyshire, AL 66546",2025-11-27,True
445,Micheal Lopez,pattersonashley@example.org,(646)732-6204x7,"82250 Stanton Knolls Apt. 108, Deborahstad, GA 06528",2025-08-24,True
446,Ms. Gloria Johnson,prodgers@example.com,+1-383-465-1778,"015 Stacy Club Apt. 606, Nancyshire, PA 72209",2025-03-19,False
447,Anthony Smith,randypalmer@example.org,843-798-2270x60,"Unit 6989 Box 3949, DPO AP 29378",2025-10-23,False
448,Amber Johnson,ryanflores@example.net,001-729-884-208,"USNS Miller, FPO AA 90748",2023-12-09,True
449,Jennifer Scott,tara06@example.com,001-834-376-298,"51500 Cline Springs, Amyborough, ID 79008",2024-04-05,True
450,David Suarez,eileen48@example.net,(440)478-7609,"34115 Benjamin Fork, Rubenland, KY 35071",2026-01-01,True
451,Peter Silva,johnscott@example.org,8427330295,"2786 Washington Lakes Apt. 200, Port Sherrifort, FL 58485",2026-02-17,True
452,Matthew Williams,garnertammy@example.com,(356)560-9999,"USCGC Adams, FPO AP 56410",2023-08-06,True
453,Ralph Gross,johnsonderrick@example.net,+1-694-470-6798,"PSC 1027, Box 1088, APO AP 20547",2024-01-06,True
454,Richard Reeves,mooredenise@example.org,460-943-5359x15,"3229 Cooper Mission, North Ryan, KS 13364",2025-09-26,False
455,Judith Cain DVM,lwhitney@example.net,(716)359-8988,"PSC 4917, Box 4325, APO AA 43419",2025-08-16,True
456,Elizabeth Thompson,harveypeter@example.com,647.705.0284x28,ADDRESS_NOT_PROVIDED,2025-11-06,True
457,Stacie Caldwell,briansmith@example.org,777-837-2563,"159 Walker Fields, South Kimberly, WV 55678",2023-05-25,True
458,Raymond Pittman,amiller@example.org,737-574-8221,"59622 Davis Mission Apt. 718, Gloverport, VI 50816",2025-10-26,True
459,Deborah Oconnor,stephenssteven@example.net,562-968-5514x34,"531 Stephen Mountain Apt. 775, Port Christophermouth, AR 67592",2025-12-21,True
460,Joshua Lucero,shellyraymond@example.net,001-583-386-595,"1565 Michael Parkways, Ramosshire, SD 13830",2025-03-30,True
461,Scott Mckinney,porterwendy@example.com,001-362-924-564,"70897 Melanie Estates Suite 147, Morrishaven, AZ 66532",2023-05-15,True
462,Carl Hogan,brownashley@example.org,(715)991-6984,"USNV Howard, FPO AA 74606",2025-06-18,True
463,Lindsay Johnson,leachryan@example.net,+1-208-745-6581,"37871 Ryan Forest Suite 342, Amandaberg, AR 18011",2023-06-22,True
464,Mark Banks,jonscott@example.net,(761)452-2853,"9342 Alexis Park Apt. 547, New Sarahhaven, MS 92624",2026-02-06,True
465,Jillian Pierce,christopher07@example.com,001-692-706-252,"289 Laura Ford, West Michele, ID 81551",2025-09-17,False
466,Brianna Browning,michael86@example.org,9285058243,"65399 Jackson Keys, West Douglas, WI 82184",2024-02-06,True
467,Raven Hill,samanthadavis@example.org,+1-861-600-7863,"4262 James Crossroad Apt. 849, Lake Williamside, DC 47375",2024-03-26,True
468,Robert Gomez,user_468@unknown.com,489-587-0500x26,"535 Baker Valleys Suite 524, Turnerport, NC 00832",2025-08-06,False
469,Melissa Grant,smithryan@example.com,688.697.7440x93,"7996 Stephanie Estate, North Christopher, MP 25460",2026-02-02,True
470,Allison Russell,tlopez@example.org,(715)655-8345,"289 Morgan Stream Suite 709, Shawburgh, DE 60167",2024-06-08,False
471,Gary Mcdonald,ocook@example.org,9836123186,ADDRESS_NOT_PROVIDED,2024-05-28,True
472,Randall Randolph,virginiachambers@example.com,UNKNOWN_PHONE,"USNV Carter, FPO AA 57105",2023-06-10,False
473,David Christensen,bryanchristine@example.net,547-214-9220x71,"06696 Munoz Mews Apt. 260, Brittanyview, PA 56274",2025-01-16,True
474,Eric Smith,catherinewells@example.com,001-848-720-503,"56827 Jason Ramp, East Jenniferstad, NE 85358",2024-09-10,False
475,Colton Sanders,allenchristopher@example.net,293.767.0580x26,"8025 Mary Orchard, South Jacobchester, PA 63314",2025-03-08,True
476,John Patel,chanjoshua@example.com,001-683-591-221,"54666 Robert Field Suite 689, North Amandaport, ME 99056",2025-02-07,False
477,Mrs. Leslie Watson,michael94@example.org,475-709-0691x79,"Unit 1851 Box 2102, DPO AP 72266",2024-09-10,True
478,Joshua Hubbard,bowmanjames@example.com,959-619-7335,"2930 Lopez Street, East Nicoleport, GA 27402",2025-01-21,True
479,Jessica Ward,melaniecampbell@example.com,6563973204,"46549 Nguyen Fork Apt. 646, Port Nathanielview, DE 25532",2024-11-07,False
480,Andrea Boone,jmiller@example.net,(847)484-9087x1,"703 Joshua Place Suite 094, Michaelburgh, TX 48642",2025-06-22,True
481,Joshua Ross,bryanturner@example.org,(489)436-5457x5,"400 Myers Isle Apt. 403, West Erikmouth, SC 48520",2025-06-08,True
482,Dana Ayers,rodriguezchloe@example.com,+1-846-573-7011,"1440 Walsh Rest Apt. 262, East Christophermouth, TX 15171",2023-08-08,True
483,John Singleton,shill@example.com,+1-288-791-1618,"455 Jennifer Route Suite 714, Port Taylor, RI 95251",2025-11-28,True
484,Michael Villarreal,clementsjimmy@example.org,3392806932,"1959 Hoffman Station, Lake Heatherstad, MS 30957",2024-11-05,True
485,Laura Franklin,carrollsarah@example.org,768.619.0526,"496 Butler Knoll Suite 691, Priceville, WA 67697",2025-09-20,True
486,Donna Cruz,erikawhite@example.com,(269)815-5198x8,"36593 Cody Pass, East Jacqueline, PA 30654",2026-02-08,False
487,Timothy Lewis,rflores@example.net,001-787-382-933,"8917 Arthur Mountains, Youngberg, NY 19574",2024-03-26,True
488,Abigail Anderson,cassandra73@example.com,201-780-1615x04,"Unit 7811 Box 6718, DPO AA 90446",2024-10-27,True
489,Mr. Robert Roberts,fcurtis@example.com,370.321.2280,"3852 Richardson Village Apt. 886, Emilybury, AL 60233",2024-12-01,False
490,Stacey Montgomery,donaldmathis@example.com,951-213-0214x02,"171 Brady Prairie Apt. 432, South Victor, WI 39832",2025-07-02,False
491,Charles Gentry,nchavez@example.com,+1-668-943-5477,"251 Cole Shoals, New Chrisville, SD 83810",2024-05-17,True
492,Laura Green,xconway@example.com,427-771-6108,"7426 Palmer Fall, Port Christinefurt, PW 12515",2023-12-18,True
493,Katelyn Walton,edwardswilliam@example.org,525-281-8168,"Unit 6721 Box 9702, DPO AE 87555",2023-11-24,True
494,Jennifer Ortiz,diazdalton@example.net,(612)355-9909,"32232 Nelson Way, North Josephside, LA 33156",2023-08-18,True
495,Lynn Kerr,lynnyoung@example.org,7436103962,"401 Mitchell Ports, New William, MS 94766",2023-08-30,True
496,William Lee,fbenitez@example.com,956-948-7019,"0393 Davis Vista, West Ericaport, PR 47393",2023-09-10,True
497,Jennifer Walker,michellecombs@example.net,584-437-5383,"9123 Andrew Lights, North Stephaniemouth, AS 51697",2025-04-14,True
498,Emily Smith,xrice@example.net,990-696-8454x79,"USNS Ward, FPO AE 43492",2023-10-20,True
499,Brian Garcia,rita95@example.com,287-392-1578,"Unit 5993 Box 5499, DPO AP 45316",2026-02-21,False
500,Alan Smith,adamsbrad@example.net,001-477-646-027,"45649 Mcdowell Turnpike Suite 326, West Ryan, IN 56499",2023-10-18,False
501,Tyrone Stanton,lindafox@example.net,001-886-798-425,"1437 Duarte Pine, South Sandra, ME 87526",2025-05-07,True
502,###typo,williamferrell@example.org,+1-855-666-6451,"01731 King Union, Jamesborough, VT 19691",2023-09-07,True
503,Brittany Henry,jamesgray@example.com,(232)397-3399x5,"067 Heidi Street Apt. 226, Chenland, MO 39326",2024-09-10,True
504,Chase Gutierrez,gevans@example.net,001-457-305-187,"8257 Anna Fall, Carrollport, CO 88988",2023-11-22,True
505,Randall Randolph,virginiachambers@example.com,5919608623,"USNV Carter, FPO AA 57105",2023-06-10,False
506,Joel Moore,tyler80@example.com,001-352-670-270,"99490 Rachel Extension, Waterstown, TX 42506",2024-02-28,True
507,Wanda Hansen,cknight@example.com,001-980-513-525,"18300 Shannon Views, Smithbury, FM 97892",2024-04-05,True
508,Ashley Compton,user_508@unknown.com,UNKNOWN_PHONE,"2464 Jimmy Harbor, Lake Andrea, WA 42286",2023-06-05,True
